trip_id,route_id,service_date,stop_id,stop_sequence,scheduled_time_iso,scheduled_time_epoch
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T04:17:00Z,1764044220
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T04:18:00Z,1764044280
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T04:20:00Z,1764044400
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T04:21:00Z,1764044460
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T04:21:00Z,1764044460
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T04:23:00Z,1764044580
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T04:27:00Z,1764044820
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T04:29:00Z,1764044940
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T04:31:00Z,1764045060
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T04:35:00Z,1764045300
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T04:38:00Z,1764045480
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T04:41:00Z,1764045660
trip_piccadilly_0414,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T04:45:00Z,1764045900
trip_piccadilly_0424,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T04:27:00Z,1764044820
trip_piccadilly_0424,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T04:28:00Z,1764044880
trip_piccadilly_0424,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T04:30:00Z,1764045000
trip_piccadilly_0424,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T04:31:00Z,1764045060
trip_piccadilly_0424,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T04:31:00Z,1764045060
trip_piccadilly_0424,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T04:33:00Z,1764045180
trip_piccadilly_0424,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T04:37:00Z,1764045420
trip_piccadilly_0424,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T04:39:00Z,1764045540
trip_piccadilly_0424,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T04:41:00Z,1764045660
trip_piccadilly_0424,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T04:44:00Z,1764045840
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T04:37:00Z,1764045420
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T04:38:00Z,1764045480
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T04:40:00Z,1764045600
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T04:41:00Z,1764045660
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T04:41:00Z,1764045660
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T04:43:00Z,1764045780
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T04:47:00Z,1764046020
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T04:49:00Z,1764046140
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T04:51:00Z,1764046260
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T04:55:00Z,1764046500
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T04:58:00Z,1764046680
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T05:01:00Z,1764046860
trip_piccadilly_0434,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T05:05:00Z,1764047100
trip_piccadilly_0444,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T04:47:00Z,1764046020
trip_piccadilly_0444,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T04:48:00Z,1764046080
trip_piccadilly_0444,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T04:50:00Z,1764046200
trip_piccadilly_0444,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T04:51:00Z,1764046260
trip_piccadilly_0444,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T04:51:00Z,1764046260
trip_piccadilly_0444,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T04:53:00Z,1764046380
trip_piccadilly_0444,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T04:57:00Z,1764046620
trip_piccadilly_0444,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T04:59:00Z,1764046740
trip_piccadilly_0444,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T05:01:00Z,1764046860
trip_piccadilly_0444,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T05:04:00Z,1764047040
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T04:57:00Z,1764046620
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T04:58:00Z,1764046680
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T05:00:00Z,1764046800
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T05:01:00Z,1764046860
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T05:01:00Z,1764046860
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T05:03:00Z,1764046980
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T05:07:00Z,1764047220
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T05:09:00Z,1764047340
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T05:11:00Z,1764047460
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T05:15:00Z,1764047700
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T05:18:00Z,1764047880
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T05:21:00Z,1764048060
trip_piccadilly_0454,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T05:25:00Z,1764048300
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T05:07:00Z,1764047220
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T05:08:00Z,1764047280
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T05:10:00Z,1764047400
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T05:11:00Z,1764047460
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T05:11:00Z,1764047460
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T05:13:00Z,1764047580
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T05:17:00Z,1764047820
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T05:19:00Z,1764047940
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T05:21:00Z,1764048060
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T05:25:00Z,1764048300
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T05:28:00Z,1764048480
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T05:31:00Z,1764048660
trip_piccadilly_0504,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T05:35:00Z,1764048900
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T05:17:00Z,1764047820
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T05:18:00Z,1764047880
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T05:20:00Z,1764048000
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T05:21:00Z,1764048060
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T05:21:00Z,1764048060
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T05:23:00Z,1764048180
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T05:27:00Z,1764048420
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T05:29:00Z,1764048540
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T05:31:00Z,1764048660
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T05:35:00Z,1764048900
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T05:38:00Z,1764049080
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T05:41:00Z,1764049260
trip_piccadilly_0514,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T05:45:00Z,1764049500
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T05:27:00Z,1764048420
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T05:28:00Z,1764048480
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T05:30:00Z,1764048600
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T05:31:00Z,1764048660
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T05:31:00Z,1764048660
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T05:33:00Z,1764048780
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T05:37:00Z,1764049020
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T05:39:00Z,1764049140
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T05:41:00Z,1764049260
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T05:45:00Z,1764049500
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T05:48:00Z,1764049680
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T05:51:00Z,1764049860
trip_piccadilly_0524,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T05:55:00Z,1764050100
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T05:37:00Z,1764049020
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T05:38:00Z,1764049080
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T05:40:00Z,1764049200
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T05:41:00Z,1764049260
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T05:41:00Z,1764049260
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T05:43:00Z,1764049380
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T05:47:00Z,1764049620
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T05:49:00Z,1764049740
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T05:51:00Z,1764049860
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T05:55:00Z,1764050100
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T05:58:00Z,1764050280
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T06:01:00Z,1764050460
trip_piccadilly_0534,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T06:05:00Z,1764050700
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T05:47:00Z,1764049620
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T05:48:00Z,1764049680
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T05:50:00Z,1764049800
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T05:51:00Z,1764049860
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T05:51:00Z,1764049860
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T05:53:00Z,1764049980
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T05:57:00Z,1764050220
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T05:59:00Z,1764050340
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T06:01:00Z,1764050460
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T06:05:00Z,1764050700
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T06:08:00Z,1764050880
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T06:11:00Z,1764051060
trip_piccadilly_0544,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T06:15:00Z,1764051300
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T05:57:00Z,1764050220
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T05:58:00Z,1764050280
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T06:00:00Z,1764050400
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T06:01:00Z,1764050460
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T06:01:00Z,1764050460
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T06:03:00Z,1764050580
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T06:07:00Z,1764050820
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T06:09:00Z,1764050940
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T06:11:00Z,1764051060
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T06:15:00Z,1764051300
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T06:18:00Z,1764051480
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T06:21:00Z,1764051660
trip_piccadilly_0554,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T06:25:00Z,1764051900
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T06:05:00Z,1764050700
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T06:06:00Z,1764050760
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T06:08:00Z,1764050880
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T06:09:00Z,1764050940
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T06:09:00Z,1764050940
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T06:11:00Z,1764051060
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T06:15:00Z,1764051300
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T06:17:00Z,1764051420
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T06:19:00Z,1764051540
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T06:23:00Z,1764051780
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T06:26:00Z,1764051960
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T06:29:00Z,1764052140
trip_piccadilly_0602,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T06:33:00Z,1764052380
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T06:11:00Z,1764051060
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T06:12:00Z,1764051120
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T06:14:00Z,1764051240
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T06:15:00Z,1764051300
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T06:15:00Z,1764051300
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T06:17:00Z,1764051420
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T06:21:00Z,1764051660
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T06:23:00Z,1764051780
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T06:25:00Z,1764051900
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T06:29:00Z,1764052140
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T06:32:00Z,1764052320
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T06:35:00Z,1764052500
trip_piccadilly_0608,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T06:39:00Z,1764052740
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T06:17:00Z,1764051420
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T06:18:00Z,1764051480
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T06:20:00Z,1764051600
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T06:21:00Z,1764051660
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T06:21:00Z,1764051660
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T06:23:00Z,1764051780
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T06:27:00Z,1764052020
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T06:29:00Z,1764052140
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T06:31:00Z,1764052260
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T06:35:00Z,1764052500
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T06:38:00Z,1764052680
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T06:41:00Z,1764052860
trip_piccadilly_0614,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T06:45:00Z,1764053100
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T06:22:00Z,1764051720
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T06:23:00Z,1764051780
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T06:25:00Z,1764051900
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T06:26:00Z,1764051960
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T06:26:00Z,1764051960
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T06:28:00Z,1764052080
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T06:32:00Z,1764052320
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T06:34:00Z,1764052440
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T06:36:00Z,1764052560
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T06:40:00Z,1764052800
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T06:43:00Z,1764052980
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T06:46:00Z,1764053160
trip_piccadilly_0619,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T06:50:00Z,1764053400
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T06:27:00Z,1764052020
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T06:28:00Z,1764052080
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T06:30:00Z,1764052200
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T06:31:00Z,1764052260
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T06:31:00Z,1764052260
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T06:33:00Z,1764052380
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T06:37:00Z,1764052620
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T06:39:00Z,1764052740
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T06:41:00Z,1764052860
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T06:45:00Z,1764053100
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T06:48:00Z,1764053280
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T06:51:00Z,1764053460
trip_piccadilly_0624,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T06:55:00Z,1764053700
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T06:32:00Z,1764052320
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T06:33:00Z,1764052380
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T06:35:00Z,1764052500
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T06:36:00Z,1764052560
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T06:36:00Z,1764052560
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T06:38:00Z,1764052680
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T06:42:00Z,1764052920
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T06:44:00Z,1764053040
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T06:46:00Z,1764053160
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T06:50:00Z,1764053400
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T06:53:00Z,1764053580
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T06:56:00Z,1764053760
trip_piccadilly_0629,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T07:00:00Z,1764054000
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T06:37:00Z,1764052620
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T06:38:00Z,1764052680
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T06:40:00Z,1764052800
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T06:41:00Z,1764052860
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T06:41:00Z,1764052860
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T06:43:00Z,1764052980
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T06:47:00Z,1764053220
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T06:49:00Z,1764053340
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T06:51:00Z,1764053460
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T06:55:00Z,1764053700
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T06:58:00Z,1764053880
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T07:01:00Z,1764054060
trip_piccadilly_0634,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T07:05:00Z,1764054300
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T06:42:00Z,1764052920
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T06:43:00Z,1764052980
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T06:45:00Z,1764053100
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T06:46:00Z,1764053160
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUFPK,4,2025-11-25T06:46:00Z,1764053160
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUMRH,5,2025-11-25T06:48:00Z,1764053280
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUTPN,6,2025-11-25T06:52:00Z,1764053520
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUWOG,7,2025-11-25T06:54:00Z,1764053640
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUBDS,8,2025-11-25T06:56:00Z,1764053760
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUASG,9,2025-11-25T07:00:00Z,1764054000
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUSGT,10,2025-11-25T07:03:00Z,1764054180
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUOAK,11,2025-11-25T07:06:00Z,1764054360
trip_piccadilly_0639,piccadilly,2025-11-25,940GZZLUCKS,12,2025-11-25T07:10:00Z,1764054600
trip_piccadilly_0644,piccadilly,2025-11-25,940GZZLUCAR,0,2025-11-25T06:47:00Z,1764053220
trip_piccadilly_0644,piccadilly,2025-11-25,940GZZLUHWY,1,2025-11-25T06:48:00Z,1764053280
trip_piccadilly_0644,piccadilly,2025-11-25,940GZZLUASL,2,2025-11-25T06:50:00Z,1764053400
trip_piccadilly_0644,piccadilly,2025-11-25,940GZZLUFPK,3,2025-11-25T06:51:00Z,1764053460
